Category,Tool,Slug,Website,Requested Pricing Source,Final Pricing Source,Source Status,Source Scope Status,Locale Pricing Status,Fetch Status,Fetch Method,Current Free Plan,Verified Free Plan,Free Plan Status,Free Plan Safe,Current Starting Price,Verified Starting Price,Starting Price Status,Starting Price Safe,Verified Annual Billing,Annual Billing Status,Annual Billing Safe,Verified Monthly Billing,Monthly Billing Status,Monthly Billing Safe,Current Team / Business Plan,Verified Team / Business Plan,Team / Business Plan Status,Team / Business Plan Safe,Current Enterprise Plan,Verified Enterprise Plan,Enterprise Plan Status,Enterprise Plan Safe,Current Pricing Verified,Checked At,Overall Status,Tool Safe to Auto Apply,Evidence / Notes
Finance Tools; Accounting & Bookkeeping; Business Accounting; Bookkeeping,Sage Accounting,sage-accounting,https://www.sage.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:24:54.991Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
Finance Tools; Accounting & Bookkeeping; Invoicing; Small Business,Wave Accounting,wave-accounting,https://www.waveapps.com,https://www.waveapps.com/pricing,https://www.waveapps.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$19 USD/month billed monthly; $25 CAD/month billed monthly; $190 USD/year billed annually; $250 CAD/year billed annually,CHANGE,YES,"$190 USD/year for Pro, billed annually; $250 CAD/year for Pro, billed annually",CHANGE,YES,"$19 USD/month for Pro, billed monthly; $25 CAD/month for Pro, billed monthly",CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:25:00.730Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page explicitly lists a “STARTER Plan” at “$0” and states: “Sign up for the Starter Plan.” Starting Price: The Pro Plan is the clearly identified paid plan and is listed at $19 USD/month, $25 CAD/month, $190 USD/year, and $250 CAD/year. Annual Billing: The Pro Plan is explicitly listed at “$190 USD/year Billed annually” and “$250 CAD/year Billed annually.” Monthly Billing: The Pro Plan is explicitly listed at “$19 USD/month Billed monthly” and “$25 CAD/month Billed monthly.”"
Finance Tools; Payments & Transfers; Global Payments; Ecommerce,Payoneer,payoneer,https://www.payoneer.com,https://www.payoneer.com/about/pricing/,https://www.payoneer.com/about/pricing/,DISCOVERED,GENERIC,REGION_SPECIFIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:25:21.896Z,REVIEW,NO,"Discovered same-domain official pricing source. Locale: The page states that different prices and fees may apply in different territories, account types, onboarding channels, or promotional agreements. Free Plan: Locale-specific pricing requires review: The page states that different prices and fees may apply in different territories, account types, onboarding channels, or promotional agreements. Starting Price: Locale-specific pricing requires review: The page states that different prices and fees may apply in different territories, account types, onboarding channels, or promotional agreements. Complex product pricing requires review: The page publishes transaction and account fee examples, but does not identify a standard paid entry plan or plan price. Annual Billing: Locale-specific pricing requires review: The page states that different prices and fees may apply in different territories, account types, onboarding channels, or promotional agreements. Monthly Billing: Locale-specific pricing requires review: The page states that different prices and fees may apply in different territories, account types, onboarding channels, or promotional agreements. Team / Business Plan: Locale-specific pricing requires review: The page states that different prices and fees may apply in different territories, account types, onboarding channels, or promotional agreements. Complex product pricing requires review: “Businesses & Enterprises” appears as a combined audience category, not as a distinct Team or Business pricing tier. Enterprise Plan: Locale-specific pricing requires review: The page states that different prices and fees may apply in different territories, account types, onboarding channels, or promotional agreements. Complex product pricing requires review: “Businesses & Enterprises” appears as a combined audience category, and no distinct Enterprise plan or Enterprise price is identified."
Finance Tools; Payments & Transfers; Global Payments; Business Banking,Wise,wise,https://wise.com,https://wise.com/th/pricing/,https://wise.com/th/pricing/,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:25:21.259Z,REVIEW,NO,Discovered same-domain official pricing source. Free Plan: ลงทะเบียนบัญชี Wise ฟรี; ไม่ต้องจ่ายค่าสมัครหรือซื้อแผนใดๆ Starting Price: ค่าธรรมเนียมการโอนเงินแตกต่างกันไปตามสกุลเงิน จาก 0.5%
Finance Tools; Expense Management; Accounting & Bookkeeping; Business Operations,Expensify,expensify,https://www.expensify.com,https://www.expensify.com/pricing,https://www.expensify.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,PLAYWRIGHT,Unknown,Yes,CHANGE,YES,Unknown,$5 per member/month,CHANGE,YES,Not explicitly verified,REVIEW,NO,$5 per member/month,CHANGE,YES,Unknown,Collect — $5 per member/month,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:25:27.019Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page states, “It’s always free to SmartScan receipts, send and receive money, and chat with coworkers,” and labels a plan “Free for all members.” Starting Price: The page states, “Most businesses start with our Collect plan at $5 per member per month.” Monthly Billing: Collect is listed at “$5 per member/month.” Team / Business Plan: Collect is explicitly described as “The small business plan” and includes expense, travel, and chat features."
AI & Automation; AI Chatbots; AI Writing; Productivity; Research,Claude,claude,https://claude.ai,https://claude.com/pricing,https://claude.com/pricing,LOCKED,GENERIC,GENERIC,OK,HTTP,Yes,Yes,MATCH,NO,$20/month Pro,Pro: $17 per month with annual subscription discount ($200 billed up front); $20 if billed monthly.,CHANGE,YES,$17 per month with annual subscription discount ($200 billed up front).,CHANGE,YES,$20 if billed monthly.,CHANGE,YES,$25/seat/month Team,Standard seat: $20 per seat / month if billed annually; $25 if billed monthly. Premium seat: $100 per seat / month if billed annually; $125 if billed monthly.,CHANGE,YES,Contact sales,$20 per seat per month plus usage billed at API rates; billed annually; contact sales for a tailored quote.,MATCH,NO,June 2026,2026-08-23T08:25:34.017Z,VERIFIED,YES,"Locked official pricing source. Free Plan: Active Free; $0; Free for everyone. Starting Price: Pro is the individual plan listed after Free and is priced at $17 per month with annual subscription discount ($200 billed up front), or $20 if billed monthly. Annual Billing: Pro: $17 per month with annual subscription discount ($200 billed up front). Monthly Billing: Pro: $20 if billed monthly. Team / Business Plan: Team — For teams of 2 to 150; standard seat $20 per seat / month annually or $25 monthly. Enterprise Plan: Enterprise — $20 per seat plus usage at API rates; billed annually; contact sales for a tailored quote."
AI & Automation; AI Chatbots; Productivity; Research; AI Writing,Gemini,gemini,https://gemini.google.com,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Yes,Not explicitly verified,ERROR,NO,Country-specific Google AI plan pricing,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Gemini Enterprise contact sales,Not explicitly verified,ERROR,NO,Gemini Enterprise contact sales,Not explicitly verified,ERROR,NO,June 2026,2026-08-23T08:25:22.765Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
AI & Automation; AI Chatbots; Research; Productivity,Perplexity,perplexity,https://www.perplexity.ai,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Yes,Not explicitly verified,ERROR,NO,API usage-based pricing,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Contact sales,Not explicitly verified,ERROR,NO,June 2026,2026-08-23T08:25:23.820Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
AI & Automation; AI Chatbots; Productivity; AI Writing,Poe,poe,https://poe.com,https://poe.com/pricing,https://poe.com/pricing,DISCOVERED,UNKNOWN,UNKNOWN,ERROR,PLAYWRIGHT,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:25:42.196Z,ERROR,NO,Discovered same-domain official pricing source. Playwright rendered page returned too little readable pricing content. Free Plan: Playwright rendered page returned too little readable pricing content. Starting Price: Playwright rendered page returned too little readable pricing content. Annual Billing: Playwright rendered page returned too little readable pricing content. Monthly Billing: Playwright rendered page returned too little readable pricing content. Team / Business Plan: Playwright rendered page returned too little readable pricing content. Enterprise Plan: Playwright rendered page returned too little readable pricing content.
AI & Automation; AI Chatbots; Creator Toolkit; Productivity,Character AI,character-ai,https://character.ai,,,SOURCE_MISSING,UNKNOWN,UNKNOWN,ERROR,NONE,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,Not explicitly verified,ERROR,NO,Unknown,2026-08-23T08:25:29.372Z,SOURCE_MISSING,NO,No same-domain official pricing/plans/packages page was safely discovered. No same-domain official pricing/plans/packages page was safely discovered. Free Plan: No same-domain official pricing/plans/packages page was safely discovered. Starting Price: No same-domain official pricing/plans/packages page was safely discovered. Annual Billing: No same-domain official pricing/plans/packages page was safely discovered. Monthly Billing: No same-domain official pricing/plans/packages page was safely discovered. Team / Business Plan: No same-domain official pricing/plans/packages page was safely discovered. Enterprise Plan: No same-domain official pricing/plans/packages page was safely discovered.
AI & Automation; AI Chatbots; Open Source; Developer Tools; Research,HuggingChat,huggingchat,https://huggingface.co/chat,https://huggingface.co/pricing,https://huggingface.co/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Not explicitly verified,REVIEW,NO,Unknown,$9 /month,CHANGE,YES,Not explicitly verified,REVIEW,NO,$9 /month,CHANGE,YES,Unknown,$20 /month per user,CHANGE,YES,Unknown,$50 /month per user,CHANGE,YES,Unknown,2026-08-23T08:25:42.058Z,PARTIAL,NO,Discovered same-domain official pricing source. Starting Price: PRO Account Boost your personal HF experience $9 /month Monthly Billing: PRO Account Boost your personal HF experience $9 /month Team / Business Plan: Team Most popular Instant setup for growing teams $20 /month per user Enterprise Plan: Enterprise Custom onboarding and enterprise features $50 /month per user
AI & Automation; Automation; Coding; Developer Tools; Productivity,Cursor,cursor,https://www.cursor.com,https://cursor.com/pricing,https://cursor.com/pricing,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,$20 / mo.,CHANGE,YES,Not explicitly verified,REVIEW,NO,$20 / mo.,CHANGE,YES,Unknown,Teams — $40 / user / mo.,CHANGE,YES,Unknown,Custom pricing; Contact Sales,CHANGE,YES,Unknown,2026-08-23T08:25:53.300Z,VERIFIED,NO,Discovered same-domain official pricing source. Free Plan: The page explicitly lists “Hobby Free.” Starting Price: The individual pricing section shows “$20 / mo.” for the standard paid entry plan. Monthly Billing: The page displays the standard paid entry price as “$20 / mo.” under Monthly pricing. Team / Business Plan: The page explicitly lists “Teams $40 / user / mo.” and recommends Teams for professionals collaborating with others. Enterprise Plan: The page explicitly lists “Enterprise Custom” and “Contact Sales.”
AI & Automation; Automation; Coding; Developer Tools; Productivity,Windsurf,windsurf,https://windsurf.com,https://windsurf.com/plans,https://windsurf.com/plans,DISCOVERED,GENERIC,GENERIC,OK,HTTP,Unknown,Yes,CHANGE,YES,Unknown,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,Not explicitly verified,REVIEW,NO,Unknown,2026-08-23T08:25:48.523Z,PARTIAL,NO,"Discovered same-domain official pricing source. Free Plan: The page states: ""Individuals are free!"""
